chrom	chromStart	chromEnd	beta
chr8	118705729	118707546	0.0
chrX	71203246	71203396	0.18
chr16	83161641	83163576	0.08
chr2	35865460	35865505	0.8
chrX	10178655	10180494	0.15
chr13	47799954	47801917	0.13
chrX	141935555	141937390	0.07
chr6	73855904	73856920	0.1
chrX	45524935	45526911	0.17
chr3	188757278	188758618	0.14
chr11	64124224	64124394	0.09
chr6	54223291	54224944	0.05
chr11	134036582	134037090	0.01
chr5	33747670	33749324	0.44
chr6	166158111	166158420	0.95
chr1	204438026	204438414	0.05
chr3	153580615	153581803	0.05
chr9	72595762	72597536	0.43
chr2	32998388	32999199	0.43
chr2	225824936	225826836	0.13
chr5	33252780	33254334	0.37
chr8	37461615	37463192	0.21
chr9	22358626	22360607	0.06
chr16	82766763	82768134	0.05
chr19	41441529	41441792	0.85
chr9	136998417	136999422	0.81
chr5	72501020	72502922	0.57
chr12	22266671	22268658	0.17
chr4	80288062	80289063	0.0
chr14	53921520	53923203	0.11
chr11	102229381	102230966	0.33
chr4	163434206	163436046	0.05
chr5	86850781	86852713	0.03
chr16	83051636	83053303	0.16
chr2	49110837	49112107	0.71
chr20	18285597	18286523	0.36
chr10	129626907	129627644	0.8
chr3	190387382	190389128	0.0
chr2	72141139	72143086	0.49
chr4	80914008	80915918	0.13
chr1	160436128	160437595	0.07
chr8	6297410	6297604	0.58
chr12	126276130	126278082	0.05
chr5	8964038	8966007	0.04
chrX	16561924	16562847	0.56
chrX	82736596	82738159	0.23
chr12	47549116	47550803	0.07
chr2	228561803	228563634	0.16
chr4	144570708	144572620	0.06
chr4	144729984	144731710	0.38
chr2	33242002	33242363	0.12
chr9	72618002	72619867	0.06
chr2	104778899	104780827	0.6
chr7	17671242	17672880	0.09
chr2	100203808	100204654	0.25
chr3	154762693	154764329	0.11
chr16	7973005	7974855	0.27
chr6	129919160	129921015	0.18
chr1	214788347	214790330	0.02
chr2	55872312	55874244	0.0
chr6	5746261	5746716	0.27
chr4	186617576	186619536	0.34
chr7	17760112	17761193	0.29
chr1	37603929	37604928	0.75
chr13	108258660	108260216	0.32
chr20	34915242	34915857	0.54
chr4	85796125	85797274	0.1
chr4	23027940	23029604	0.13
chr2	57509143	57510828	0.21
chr11	32061476	32063446	0.1
chr6	144386372	144388193	0.3
chr6	83052366	83054317	0.28
chr2	94178337	94178612	0.35
chr12	115452522	115453548	0.03
chr5	38852753	38853027	0.68
chr19	8931365	8931407	0.71
chr15	96271182	96273100	0.19
chr6	139497823	139499505	0.2
chr9	72663232	72665203	0.16
chr4	186786644	186788351	0.14
chr13	111038475	111039239	0.1
chr2	225852858	225854461	0.12
chr16	1223877	1224439	0.14
chr1	39722996	39724713	0.86
chr7	21873013	21875005	0.56
chrX	96248583	96250518	0.25
chr3	15576574	15576924	0.56
chr2	43344796	43345803	0.03
chr1	18768231	18769069	0.69
chr1	215454035	215455888	0.0
chr12	7313238	7315191	0.65
chr1	206479133	206479308	0.03
chr5	36587383	36588588	0.06
chr4	164012800	164014330	0.0
chr2	31458125	31460009	0.17
chr11	111723509	111724034	0.11
chr4	122527277	122527998	0.14
chr18	2472338	2473777	0.08
chr9	72640756	72642151	0.19
chr2	219812710	219814335	0.11
chr3	154649244	154651081	0.05
chr5	39757769	39759548	0.25
chr17	68778786	68779625	0.15
chr4	159011476	159013435	0.5
chr2	221974636	221976413	0.08
chr6	105685250	105686927	0.19
chr7	100958874	100959234	0.31
chrX	49603562	49603783	0.2
chr19	6659463	6659591	0.06
chr1	99063190	99064886	0.88
chrX	65624239	65626204	0.09
chr13	54671385	54672932	0.27
chr20	18332911	18333236	0.68
chr3	58827183	58829056	0.75
chr2	37896582	37898223	0.54
chr11	36172130	36173768	0.45
chr7	96106260	96107925	0.6
chr4	147441078	147442740	0.67
chr15	43125804	43127616	0.8
chr16	7744510	7746477	0.02
chr6	141073687	141075617	0.07
chr6	148989942	148990932	0.06
chr17	74455368	74455501	0.75
chr3	120239086	120240923	0.64
chr6	105519641	105521540	0.39
chr14	24007365	24007441	0.34
chr7	26937154	26937185	0.25
chr8	120167758	120168721	0.25
chr5	55021801	55023546	0.04
chr5	95954445	95955876	0.73
chr8	143292422	143292786	0.5
chr11	111589094	111590757	0.21
chr17	68656278	68658210	0.19
chr4	188138115	188139904	0.1
chr12	105769828	105771637	0.17
chr7	123360253	123360996	0.05
chr1	204033087	204033193	0.05
chr13	30196151	30196276	0.05
chr4	186465618	186467605	0.19
chr6	105929139	105930542	0.3
chr9	107822358	107824233	0.27
chr17	13112475	13114376	0.26
chr3	188295649	188297361	0.2
chr20	30511356	30511424	0.89
chr13	110412796	110414445	0.46
chr13	54599018	54600957	0.22
chr2	155932073	155933951	0.0
chr1	214850907	214852329	0.0
chr2	100657992	100658937	0.0
chr3	23671150	23673001	0.75
chr11	108945636	108947308	0.84
chr19	18772152	18772604	0.8
chr11	62559397	62560429	0.73
chr5	179921568	179923526	0.77
chr7	96959629	96961419	0.72
chr18	54151773	54153735	0.65
chr11	16151213	16152936	0.67
chr21	32386987	32388922	0.71
chr8	58585395	58587343	0.82
chr12	122160490	122161334	0.8
chr5	173912662	173913597	0.48
chr2	138199386	138201387	0.61
chr8	47039882	47041850	0.04
chr12	93468509	93468603	0.56
chr1	166670758	166672694	0.01
chr20	31608166	31608317	0.16
chr1	186833870	186834379	0.01
chr10	39048345	39050316	0.0
chr16	83136649	83138388	0.1
chr2	90387083	90387208	0.15
chr8	105898307	105900091	0.2
chr8	114586270	114586630	0.22
chr15	96219361	96221250	0.28
chr7	43158783	43159915	0.16
chr17	48651559	48651867	0.07
chr5	2038465	2039948	0.02
chr6	44495325	44497119	0.27
chr13	109666992	109668316	0.09
chr12	102609447	102610570	0.02
chr6	138674293	138676221	0.26
chr12	50717968	50719264	0.81
chr4	76680780	76682431	0.82
chr1	168566747	168568243	0.46
chr21	42913574	42913616	0.68
chr20	35582253	35582980	0.67
chr2	238079680	238081106	0.77
chr6	153123079	153124883	0.77
chr13	49488036	49490001	0.74
chr16	56771384	56773253	0.73
chr15	87544953	87546898	0.84
chr8	92905096	92906888	0.92
chr10	24552609	24553002	0.8
chr1	109867093	109869054	0.65
chr10	126388850	126390834	0.72
chr17	82066443	82066505	0.72
chr13	107614106	107616040	0.86
chr19	5191991	5193727	0.71
chr10	122070480	122072235	0.68
chr11	78529096	78530903	0.74
chr1	15329130	15330948	0.77
chr4	87863625	87865313	0.69
chr5	94333430	94335108	0.91
chr14	73847330	73848714	0.75
chr6	126353174	126354838	0.47
chr3	118411317	118413284	0.75
chr3	62344596	62345204	0.59
chr1	39365778	39367707	0.83
chr19	36273020	36273869	0.65
chr3	119992241	119994053	0.68
chr6	135386090	135387949	0.8
chr1	66361752	66363748	0.69
chr9	137428241	137429716	0.77
chr3	118497417	118498716	0.88
chr18	54363889	54365735	0.79
chr22	22275924	22277721	0.75
chr3	107600371	107602125	0.84
chr6	127328613	127330535	0.82
chr18	54882505	54884467	0.89
chr9	83795660	83797641	0.66
chr10	33875329	33877263	0.73
chr10	35558478	35560279	0.94
chr3	57135563	57136262	0.31
chr16	89972055	89972334	0.13
chr10	90421814	90423767	0.23
chr12	47503023	47504372	0.2
chr14	91937221	91937287	0.11
chr17	68993191	68994001	0.08
chr1	10631961	10632040	0.36
chr14	53695175	53697045	0.12
chr2	219739218	219740960	0.22
chr9	72297093	72298781	0.12
chr2	19546274	19547980	0.21
chr8	15479358	15481046	0.03
chr5	13358865	13360262	0.1
chr4	144589433	144591067	0.1
chr2	226434615	226436348	0.17
chr8	41629160	41629235	1.0
chrX	29876650	29878444	0.11
chr9	72475820	72477165	0.13
chr12	77816611	77818451	0.07
chr1	121586238	121587615	0.17
chrX	96034255	96036162	0.06
chr7	101127708	101129409	0.8
chr2	24828000	24828106	0.68
chr2	225022368	225024054	0.38
chr8	141427323	141427513	0.76
chr17	49009948	49010037	0.52
chr20	54416320	54417309	0.07
chr6	143900245	143901346	0.64
chr5	172728692	172730557	0.57
chr4	176659035	176661022	0.19
chr14	105352616	105352681	0.8
chr7	51817903	51818054	0.88
chr2	48755396	48756072	0.85
chr4	169198815	169200733	0.5
chr17	937525	939031	0.68
chr6	159624516	159625422	0.71
chr13	87975540	87977505	0.79
chr5	68063938	68065688	0.63
chr3	116124888	116126660	0.84
chr7	134852764	134854663	0.63
chr11	32092238	32093368	0.8
chr2	147389745	147390978	0.0
chr1	166821317	166822589	0.12
chr2	33385747	33386448	0.02
chr10	9222398	9224108	0.87
chr16	83085985	83087531	0.37
chr12	46676915	46678601	0.49
chr19	47800819	47801428	0.31
chr8	54826900	54827791	0.14
chr3	48314274	48315670	0.27
chr2	84664122	84666040	0.0
chr1	186518979	186520871	0.13
chr11	5161814	5163040	0.0
chr19	39436636	39436748	0.3
chr9	766532	768477	0.0
chr4	9782512	9782597	0.18
chr2	230422197	230423823	0.0
chr11	61281546	61281853	0.0
chr7	30108737	30110597	0.48
chr15	58274923	58276859	0.7
chr13	112598492	112600120	0.84
chr20	46098272	46099651	0.78
chr12	24597402	24597811	0.76
chr6	129564264	129566114	0.21
chr4	24823946	24825722	0.21
chr4	144409556	144411389	0.1
chr18	45706125	45707104	0.69
chr1	227361730	227362481	0.52
chr2	155964325	155966205	0.65
chr15	50243346	50245274	0.59
chr17	68686321	68687687	0.4
chr2	104690555	104691993	0.86
chr8	115042017	115043460	0.19
chr2	33339256	33339436	0.11
chr15	66704573	66704860	0.68
chr4	145426368	145428355	0.0
chr8	120880601	120881798	0.05
chr17	80441410	80441629	0.71
chr18	3699889	3701811	0.29
chr5	33544740	33546274	0.25
chr22	20741507	20742018	0.18
chr2	230341746	230342191	0.16
chr12	58514978	58516186	0.05
chr4	22670348	22671784	0.14
chr12	105703719	105705641	0.3
chr6	144401758	144403440	0.23
chr15	22964410	22964593	0.03
chr4	24839242	24840663	0.27
chr16	88731279	88731929	0.05
chr8	139789934	139790413	0.15
chr6	128581703	128582830	0.03
chr13	54713446	54715126	0.05
chr21	29167897	29169451	0.17
chr11	125950994	125951301	0.07
chr17	69131734	69133442	0.2
chr6	139070202	139072066	0.2
chr8	114749998	114751991	0.1
chr13	37266758	37268237	0.1
chr1	87179730	87180533	0.2
chr2	230335456	230337321	0.12
chr4	73654591	73656536	0.03
chr9	108432608	108434468	0.17
chr10	29570918	29571465	0.17
chr16	1075618	1077287	0.08
chr8	26240693	26242277	0.22
chr16	83166320	83168009	0.21
chr13	55162897	55164734	0.08
chr1	156910340	156910553	0.74
chr2	157198933	157200750	0.05
chr7	41903498	41905073	0.1
chr3	87336700	87338302	0.08
chr13	47877718	47879569	0.26
chr12	75182733	75184243	0.08
chr19	33674237	33674960	0.51
chr8	17908063	17908868	0.0
chr1	162917371	162917724	0.21
chr8	106777686	106779677	0.07
chr5	56304931	56306013	0.0
chr3	39143983	39144803	0.06
chr9	108329598	108331386	0.19
chr4	144669916	144671781	0.33
chr1	215460463	215462120	0.03
chr1	215189316	215191234	0.19
chr3	188279037	188281038	0.29
chr4	24980739	24982124	0.17
chr6	10376718	10376939	0.19
chr7	17982683	17984615	0.1
chr12	7336092	7338082	0.61
chr9	72318142	72318869	0.1
chr8	106854660	106856470	0.15
chr4	80496895	80498733	0.07
chr12	101918806	101919709	0.21
chr4	109868577	109870388	0.39
chr4	23212680	23213421	0.0
chr1	149608505	149608729	0.42
chr3	152058007	152059322	0.36
chr18	20578773	20578908	0.12
chr2	220101856	220103674	0.11
chr11	29296102	29298043	0.29
chr17	56270228	56272192	0.08
chrX	141914101	141916077	0.2
chr11	32129526	32131457	0.2
chr11	100927358	100927991	0.17
chr18	63569056	63570834	0.05
chr10	90785676	90787579	0.17
chr6	128682008	128683857	0.09
chr6	19617830	19619569	0.04
chr6	130359684	130361404	0.19
chr6	147431948	147433926	0.33
chr3	187238145	187239141	0.07
chr14	53954695	53954736	0.63
chr9	101026159	101028153	0.11
chr11	71767384	71768021	0.54
chr3	134464181	134464473	0.65
chr14	28092293	28093903	0.71
chr5	13784620	13786590	0.22
chr2	33194186	33194489	0.06
chr20	37233853	37234682	0.0
chr6	151905235	151906835	0.17
chr5	33206592	33208220	0.31
chr6	105785085	105786964	0.13
chr2	33128477	33129158	0.05
chr6	9854841	9856737	0.03
chr6	142386336	142387995	0.1
chr12	126084082	126085775	0.04
chr12	120708790	120709046	0.1
chr6	142061020	142063007	0.17
chr16	83777643	83778479	0.06
chr13	54813906	54815769	0.13
chr6	127741859	127743770	0.17
chr2	84859063	84860781	0.11
chr2	225710117	225711696	0.04
chr7	19640321	19641885	0.05
chr13	54963058	54964806	0.17
chr6	105557406	105559379	0.12
chr6	54632487	54634449	0.11
chr3	190087654	190089558	0.1
chr5	13585475	13587438	0.07
chr3	94012375	94013804	0.62
chr12	75148299	75150286	0.0
chr2	157066499	157068356	0.0
chr2	56933436	56935405	0.0
chr17	68644890	68646540	0.0
chr15	33011799	33013637	0.33
chr12	46897701	46899557	0.0
chr4	121585069	121586313	0.0
chr12	102406682	102408408	0.32
chr17	1767008	1768160	0.6
chr1	26408588	26408814	0.7
chr2	33560487	33561815	0.61
chr13	54539771	54541687	0.2
chr12	24504897	24506813	0.59
chr9	97021410	97023120	0.79
chr4	118168542	118170526	0.63
chr2	43942501	43943081	0.62
chr3	105058945	105060928	0.83
chr14	68579108	68580927	0.62
chr10	43676688	43678615	0.59
chr16	83229421	83231147	0.05
chr7	16965615	16965748	0.39
chr8	104775899	104776778	0.41
chr3	50387968	50388763	0.03
chr7	104594405	104595368	0.58
chr12	122309603	122310883	0.13
chr22	34957688	34959675	0.04
chr6	105660012	105661834	0.19
chr6	6888271	6889929	0.58
chr4	175886669	175888509	0.04
chr1	185712194	185713786	0.04
chr19	6701015	6701109	0.38
chr14	55342863	55342887	0.38
chrX	138645366	138647095	0.21
chr22	17760864	17761231	0.58
chr12	64328979	64329257	0.56
chr9	22986928	22988904	0.03
chr8	106535023	106536037	0.26
chr5	129845322	129847274	0.06
chr2	198991349	198992781	0.09
chr10	90752535	90753791	0.16
chr12	99416658	99418567	0.0
chr11	43679749	43680292	0.81
chr7	136039485	136040780	0.71
chr4	174692080	174692702	0.69
chr22	39228626	39230567	0.68
chr6	7162052	7163701	0.71
chr15	48983989	48985841	0.59
chr5	34491695	34492869	0.64
chr9	129558432	129558649	0.31
chr4	133150304	133152220	0.0
chr5	40484029	40485895	0.08
chr6	10381581	10381711	0.39
chr12	68962404	68964314	0.22
chr6	100160938	100162454	0.06
chr10	90724766	90726763	0.17
chr5	34586543	34586987	0.33
chr4	163551774	163552100	0.07
chr6	148399278	148401278	0.25
chr5	38850888	38852480	0.07
chr16	10093605	10095199	0.04
chr19	39891703	39891897	0.05
chr1	3994676	3996047	0.1
chr15	95450927	95452694	0.05
chr4	23233668	23235564	0.23
chr12	47249007	47250863	0.1
chr1	215260576	215262567	0.04
chr6	9767685	9769660	0.09
chr6	100387331	100388570	0.11
chr11	94227726	94229587	0.05
chr7	13020724	13022058	0.12
chr9	41830766	41831035	0.5
chr16	31214696	31214736	0.13
chr4	186608522	186610386	0.42
chr16	27298810	27299825	0.2
chr5	32907815	32909772	0.26
chr4	144453258	144455229	0.06
chr2	231122721	231123025	0.3
chr8	118554887	118556792	0.27
chrX	46284652	46286631	0.12
chr12	102378891	102380396	0.02
chr5	13642075	13643941	0.04
chr8	101287723	101288268	0.74
chr14	53823256	53824753	0.0
chr12	4398246	4398586	0.6
chr1	86137122	86138986	0.02
chr16	75121660	75123333	0.58
chr5	40909418	40909696	0.27
chr7	150897768	150898189	0.5
chr7	103645613	103647439	0.92
chr5	13343769	13345111	0.1
chr7	30509051	30509181	0.01
chr17	68898572	68899966	0.2
chr7	104085546	104087497	0.64
chr6	10244376	10246290	0.05
chr12	18424029	18425549	0.18
chr7	144815306	144816254	0.07
chr5	94777078	94778965	0.11
chr17	69160087	69161558	0.71
chr2	32967847	32968984	0.69
chr9	22941323	22942912	0.02
chr12	77662151	77663937	0.36
chr6	10381909	10382121	0.43
chr2	189528977	189530248	0.61
chr2	228055988	228057524	0.1
chr21	34858676	34860589	0.15
chr9	33750134	33750297	0.25
chr15	95328436	95330372	0.12
chr3	87341449	87343030	0.21
chr2	227729526	227730924	0.33
chr3	191172020	191173932	0.11
chr5	32945454	32947445	0.22
chr2	56368645	56370303	0.02
chr6	142012535	142014100	0.0
chr10	90375713	90377096	0.17
chr8	106438116	106440007	0.19
chr6	105693322	105694787	0.21
chr12	79694971	79696137	0.08
chr8	6363276	6364785	0.13
chr7	104608446	104610251	0.69
chr6	136549539	136549701	0.0
chr17	6314196	6314230	0.33
chr9	100688157	100688210	0.58
chr11	29195730	29197181	0.0
chr12	126338701	126340241	0.0
chr4	149470484	149472461	0.0
chr2	226292809	226294797	0.0
chr12	105952563	105953917	0.0
chr16	77600639	77601807	0.0
chr3	170920975	170922830	0.29
chr4	8429194	8429291	0.39
chr13	47880535	47882516	0.2
chr9	19128088	19129014	0.02
chr2	201284232	201284361	0.04
chr2	56265628	56267578	0.19
chr3	128481537	128482752	0.04
chr22	43109765	43110161	0.08
chrX	30113728	30115688	0.04
chr2	132352260	132352352	0.03
chr12	102429659	102431624	0.17
chr8	118287472	118288323	0.18
chr4	176636917	176638602	0.24
chr12	74962417	74964322	0.05
chr3	187844801	187846455	0.05
chr6	166208966	166210854	0.72
chr6	138809006	138810039	0.21
chr6	6968147	6970143	0.12
chr10	51316404	51317466	0.4
chr6	73206318	73208092	0.51
chr14	53874510	53876383	0.05
chr5	13312322	13313947	0.0
chr1	214839390	214840612	0.1
chrX	155668773	155670436	0.33
chr18	29683335	29685190	0.87
chr17	7830013	7830358	0.8
chr6	169396715	169398411	0.52
chr4	98945105	98946766	0.49
chr5	34737486	34739401	0.14
chr11	18253910	18254763	0.35
chr6	100133580	100135181	0.25
chr1	204284007	204284644	0.22
chr17	56272799	56274301	0.1
chr7	104497710	104498770	0.53
chr2	157253491	157255384	0.09
chr22	17070749	17071710	0.56
chr7	29458552	29459170	0.49
chr8	117676617	117678525	0.0
chr14	73455394	73455868	0.39
chr4	22658498	22660430	0.42
chr5	86855572	86857291	0.09
chr3	188920266	188922247	0.07
chr18	45696116	45697635	0.0
chr13	25016765	25017187	0.35
chr4	186825950	186827803	0.24
chr9	37033858	37034140	0.79
chr4	155997947	155999382	0.22
chr1	91947893	91948402	0.12
chr9	72374177	72375430	0.54
chr2	205685030	205685250	0.75
chr6	129383890	129385710	0.04
chr7	7254946	7256842	0.66
chr2	101943789	101943975	0.09
chr12	106123728	106125551	0.51
chr6	138429833	138430454	0.45
chr6	53919349	53921264	0.55
chr3	142236730	142238573	0.61
chr6	161402410	161402443	0.58
chr17	36006296	36006773	0.07
chr9	71805001	71806103	0.28
chrX	20419298	20420799	0.23
chr19	17876050	17876091	0.69
chr1	171768408	171769313	0.54
chr6	132005531	132007049	0.1
chr12	18765645	18767614	0.16
chr9	24012711	24014194	0.0
chr17	57602916	57603335	0.1
chr5	131304279	131305591	0.1
chr12	58969458	58971054	0.04
chr6	10436509	10438088	0.1
chr6	141174154	141175889	0.37
chrX	120680169	120681709	0.11
chr6	54840073	54841337	0.08
chr9	73145177	73146628	0.11
chr4	187009381	187011218	0.36
chr4	23132595	23134582	0.1
chr12	47185404	47186978	0.18
chr10	90522227	90523933	0.05
chr8	106411487	106412868	0.19
chr12	101925974	101926869	0.18
chr2	56829756	56830405	0.54
chr4	149730941	149732931	0.21
chr1	186264529	186266201	0.48
chr6	148344503	148346398	0.3
chr7	143749921	143751899	0.06
chr1	85766876	85768441	0.31
chr1	246446943	246447024	0.36
chr12	18592681	18594595	0.05
chr2	111173137	111173467	0.89
chrX	44611085	44612993	0.61
chrX	120474869	120475080	0.71
chr7	55488922	55490056	0.72
chr10	112446080	112446236	0.38
chrX	107986486	107988247	0.08
chr12	77512790	77514769	0.21
chr1	148227572	148227724	0.19
chr4	186582581	186584528	0.41
chr9	137222934	137222974	0.01
chr8	143618059	143618198	0.01
chr18	3698920	3699466	0.42
chr12	47839329	47839366	0.82
chr16	49484212	49484656	0.0
chr19	34869922	34870440	0.77
chr14	68176495	68178020	0.09
chr12	75146046	75147768	0.0
chr1	157970170	157971668	0.0
chr4	23058956	23060741	0.0
chr5	43806537	43808456	0.0
chr7	79347087	79347610	0.0
chr12	102452933	102454896	0.0
chr17	56741961	56743364	0.0
chr8	49341372	49343353	0.01
chr21	35411653	35412073	0.21
chr11	70660712	70661133	0.65
chr2	55857098	55857909	0.07
chr12	58123000	58123098	0.2
chr22	50248566	50249154	0.7
chr11	64133070	64134052	0.69
chr13	50547916	50549915	0.71
chr12	650358	652246	0.64
chr4	187174324	187176236	0.64
chr3	141448782	141449821	0.0
chr15	22742048	22743843	0.75
chr1	202345339	202345616	0.77
chr3	100471883	100473205	0.57
chr8	16436862	16438572	0.07
chr16	85831027	85831214	0.16
chr12	120710062	120710211	0.04
chr15	65312380	65312739	0.72
chr12	68874530	68875604	0.67
chr8	76443289	76444688	0.81
chr11	93468229	93470030	0.88
chr12	43897206	43898048	0.75
chr8	439243	441215	0.79
chr11	67578804	67578955	0.92
chr11	27370962	27372738	0.72
chr2	56499108	56500962	0.0
chr6	100081028	100082890	0.0
chr1	229664251	229664714	0.05
chr9	107841843	107842857	0.14
chr6	37110266	37110661	0.17
chr14	53840586	53842576	0.03
chr21	35339181	35340891	0.06
chrX	57207914	57208947	0.21
chr10	90037135	90038993	0.06
chr6	10448591	10449443	0.0
chr6	53425502	53427283	0.67
chr7	152441353	152443271	0.7
chr1	6606531	6607465	0.79
chr7	40486682	40488632	0.76
chr7	108548767	108550742	0.67
chr8	47749328	47750047	0.7
chr11	64114907	64116787	0.74
chr7	80115428	80117231	0.67
chr1	166901921	166901986	0.83
chr15	55604371	55606257	0.77
chr20	10606493	10608108	0.65
chr9	127425623	127425696	0.84
chr17	30356311	30358299	0.78
chr7	101654475	101655070	0.62
chr15	94243242	94243609	0.54
chr6	16573484	16575362	0.59
chr5	171846909	171848429	0.66
chr13	102175569	102177164	0.95
chr6	131853490	131855436	0.08
chr5	14357015	14358928	0.12
chr1	114383944	114385842	0.81
chr7	143767770	143769493	0.06
chr2	46199061	46200915	0.74
chr12	58225979	58227517	0.05
chr6	139021868	139023805	0.66
chr6	766561	767940	0.06
chr1	224694785	224696485	0.73
chr6	73210607	73212552	0.68
chr12	63524654	63525206	0.75
chr3	87053272	87055115	0.13
chr12	34585524	34587512	0.02
chr5	180292806	180292918	0.03
chr17	69189248	69191190	0.11
chr1	86641885	86643803	0.06
chr8	46038254	46039191	0.02
chr3	99080099	99081062	0.1
chr4	24917643	24919507	0.04
chr11	28944236	28945949	0.22
chr12	27933026	27934991	0.58
chr1	85736344	85738226	0.33
chr2	32886935	32888758	0.18
chr1	22009161	22009359	0.75
chr2	27534896	27535086	0.9
chr21	33763606	33765056	0.89
chr7	137107666	137109522	0.92
chr8	80119145	80121061	0.77
chr2	207192642	207194201	0.96
chr12	133109010	133110932	0.76
chr3	194022140	194023836	0.82
chr11	34226831	34228737	0.65
chr7	105904672	105906341	0.71
chr15	99538193	99540098	0.72
chr19	3080788	3082649	0.86
chr5	123002403	123004124	0.8
chr3	142929512	142930269	0.86
chr5	78175764	78177757	0.72
chr5	73562165	73563854	0.74
chr10	31651247	31652669	0.72
chr13	35487441	35488399	0.96
chr2	217795114	217797061	0.63
chr10	89530440	89532239	0.64
chr3	99953528	99955482	0.77
chr12	57238766	57238844	0.16
chr18	1860044	1861935	0.06
chr5	62700423	62702239	0.05
chr2	101389839	101391666	0.48
chr7	1307681	1307745	0.53
chr1	185946734	185948699	0.03
chr22	23305804	23306292	0.01
chr12	46091104	46092038	0.12
chr1	92454761	92456595	0.12
chr12	77608845	77610588	0.04
chr9	104246479	104248374	0.08
chr12	46100222	46101911	0.09
chr2	104730138	104731836	0.78
chr12	101456839	101458440	0.04
chr5	33651999	33653967	0.12
chr1	247424379	247424423	0.09
chr8	106672626	106674486	0.1
chr1	85782440	85784390	0.0
chr5	85865762	85866943	0.81
chr6	10356149	10358104	0.13
chr12	62925564	62927382	0.33
chrX	9967504	9969132	0.34
chr7	43171332	43173310	0.09
chr1	215144792	215146049	0.21
chr8	11949422	11950087	0.3
chr22	46238641	46238919	0.79
chr20	13398277	13400171	0.61
chr22	32529502	32531257	0.63
chr3	100325780	100327413	0.52
chr1	99451186	99453115	0.61
chr1	181063423	181064222	0.79
chr15	85421588	85423100	0.6
chr6	3850192	3850814	0.67
chr10	69440637	69442567	0.74
chr5	83518620	83520255	0.69
chr1	92340610	92342600	0.94
chr18	2699129	2700852	0.72
chr9	72593563	72595547	0.2
chr18	50203983	50204194	0.2
chr15	90647910	90648416	0.0
chr7	63936747	63938010	0.17
chr8	143618246	143618384	0.14
chr4	23124590	23125986	0.34
chr19	15488434	15489975	0.17
chr1	151523136	151525125	0.81
chr9	92116180	92117376	0.7
chr1	1333401	1333917	0.74
chr11	11964392	11966310	0.75
chr10	89822814	89824446	0.29
chr1	179782458	179782561	0.0
chr12	58056880	58058316	0.17
chr4	186884939	186886759	0.3
chrX	29695548	29697258	0.21
chr6	147436284	147437283	0.48
chr4	109948546	109949266	0.59
chr1	121581250	121582598	0.06
chrX	105895136	105897003	0.31
chr5	8841714	8843065	0.27
chr6	132225990	132227786	0.1
chr17	65690523	65692107	0.05
chr16	83676881	83678853	0.18
chr9	108357140	108359019	0.19
chrX	121050041	121051886	0.17
chr17	13765296	13767050	0.07
chrX	120678550	120679873	0.4
chr4	188084763	188086208	0.24
chr21	39509854	39510336	0.68
chr6	43831883	43833820	0.71
chr19	36741690	36743202	0.61
chr19	14213477	14213698	0.94
chr4	190090742	190091970	0.7
chr3	66384695	66386578	0.6
chr16	88328607	88330575	0.65
chr6	44437701	44439467	0.71
chr12	109206294	109208181	0.75
chr2	33056490	33056622	0.71
chr16	179980	180030	0.75
chr11	3052126	3052743	0.01
chr11	45896510	45896866	0.18
chr12	54383917	54385595	0.69
chr1	158263132	158263223	0.04
chr3	194874964	194875868	0.96
chr2	63585228	63587097	0.69
chr8	97551998	97553233	0.89
chr13	54363904	54365902	0.21
chr5	39343838	39345441	0.08
chr17	7283185	7285141	0.85
chr13	21485154	21486903	0.61
chr9	62840546	62840576	0.72
chrX	134652802	134654786	0.7
chr2	54480233	54482191	0.7
chr9	136511215	136512907	0.73
chr8	10392730	10393680	0.74
chr2	221116448	221118336	0.26
chr8	6262880	6264646	0.16
chr4	80601679	80602999	0.05
chr6	1486290	1488245	0.18
chr21	29136669	29138624	0.0
chr7	12927549	12929493	0.15
chr9	79306390	79308163	0.56
chr8	29781418	29782050	0.74
chr10	86899397	86899447	0.77
chr4	56441712	56443497	0.76
chr7	64994799	64996524	0.67
chr16	31327370	31328740	0.01
chr12	10468209	10470027	0.0
chr6	32241150	32242372	0.0
chr6	142252543	142253820	0.46
chr10	75234135	75234216	0.0
chr13	37598739	37600692	0.03
chr5	50962901	50963645	0.0
chr2	31573277	31574939	0.0
chr2	217785491	217785729	0.0
chr19	55087817	55088428	0.65
chr10	27699678	27701193	0.0
chr19	38543681	38544723	0.0
chr2	33822228	33824210	0.0
chr7	140036116	140036634	0.04
chr2	32944485	32945173	0.16
chrX	81201516	81203098	0.07
chr15	62802101	62803011	0.28
chr22	45006787	45007695	0.02
chr6	168976117	168977765	0.05
chr20	21469682	21471664	0.05
chr14	62215033	62216985	0.07
chr2	215983356	215983882	0.28
chr11	22508525	22510227	0.91
chr6	132237171	132239040	0.04
chr10	133378091	133378185	0.05
chr12	53973545	53973767	0.18
chr19	22140721	22142565	0.14
chr7	121944937	121946503	0.0
chr8	129795750	129797591	0.0
chr3	69960146	69962065	0.79
chr2	185794133	185795855	0.93
chr14	30614450	30616015	0.96
chr7	129980979	129981133	0.77
chr13	44598169	44600143	0.72
